07/12/16 05:58:25 PM | error loadView general
12/12/16 02:25:50 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:26:20 PM | ERROR: [8] Undefined index: usuario
Notice on line 46 in file /var/www/findmenu/modules/users/controller/controller_users.class.php

-> Controller:user | Function:response 200
12/12/16 02:33:35 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:33:36 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:33:58 PM | ERROR: [8] Undefined index: usuario
Notice on line 46 in file /var/www/findmenu/modules/users/controller/controller_users.class.php

-> Controller:user | Function:response 200
12/12/16 02:35:28 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:35:28 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:35:45 PM | ERROR: [8] Undefined index: usuario
Notice on line 46 in file /var/www/findmenu/modules/users/controller/controller_users.class.php

-> Controller:user | Function:response 200
12/12/16 02:35:45 PM | ERROR: [8] Undefined variable: arrValue
Notice on line 60 in file /var/www/findmenu/modules/users/controller/controller_users.class.php

-> Controller:user | Function:response 200
12/12/16 02:37:20 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:37:20 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:37:35 PM | ERROR: [8] Undefined index: usuario
Notice on line 46 in file /var/www/findmenu/modules/users/controller/controller_users.class.php

-> Controller:user | Function:response 200
12/12/16 02:43:01 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:43:01 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:44:35 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 02:44:35 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 03:45:43 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 03:45:43 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 03:57:55 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 03:57:55 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 03:57:56 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:48:15 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:48:15 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:50:19 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:50:19 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:51:10 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:51:10 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:51:12 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:51:12 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:59:45 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 04:59:45 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 05:00:30 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 05:00:30 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 05:00:31 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 05:00:32 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 05:00:33 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 05:00:33 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 05:16:35 PM | error loadView general
-> Controller:users | Function:response 200
12/12/16 07:37:12 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:37:12 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:37:25 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:37:25 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:43:04 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:43:04 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:58:06 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:58:06 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:58:07 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:58:07 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:59:09 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 07:59:09 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:00:13 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:00:13 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:00:13 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:01:32 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:01:32 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:02:53 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:02:53 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:07:48 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:07:48 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:07:48 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:07:48 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:09:45 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:09:45 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:20:36 PM | ERROR: [8] Array to string conversion
Notice on line 4 in file /var/www/findmenu/utils/common.inc.php

-> Controller:user | Function:response 200
12/12/16 08:20:58 PM | ERROR: [8] Undefined offset: 0
Notice on line 4 in file /var/www/findmenu/utils/common.inc.php

-> Controller:user | Function:response 200
12/12/16 08:22:14 PM | ERROR: [8] Array to string conversion
Notice on line 4 in file /var/www/findmenu/utils/common.inc.php

-> Controller:user | Function:response 200
12/12/16 08:22:35 PM | ERROR: [8] Undefined index: user
Notice on line 4 in file /var/www/findmenu/utils/common.inc.php

-> Controller:user | Function:response 200
12/12/16 08:45:48 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:45:48 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 08:45:59 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:45:59 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:47:16 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:47:16 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:47:38 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:47:38 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:48:14 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:48:14 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:48:27 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:48:27 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:49:13 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:49:13 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:50:29 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:50:29 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:50:54 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:50:54 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:55:13 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 08:55:13 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:06:36 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:06:36 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:12:24 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 09:12:24 PM | error loadView general
-> Controller:view | Function:response 200
12/12/16 09:12:37 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:12:37 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:13:05 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:13:05 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:14:07 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:14:07 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:17:54 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:17:54 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:21:59 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:21:59 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:24:57 PM | ERROR: [8] Use of undefined constant BLL_USERS - assumed 'BLL_USERS'
Notice on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
12/12/16 09:24:57 PM | ERROR: [2] require(BLL_USERSusers_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 2 in file /var/www/findmenu/modules/users/model/model/users_model.class.singleton.php

-> Controller:user | Function:response 200
